Name,Description,Stars,URL,Comment,Star_Category,Project_Category,Recommendation
gremlin-helm,Helm chart for deploy Gremlin client,1,https://github.com/Unity-Technologies/gremlin-helm,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SZZUnleashed,"An implementation of the SZZ algorithm, i.e., an approach to identify bug-introducing commits.",2,https://github.com/Unity-Technologies/SZZUnleashed,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
quickstart-arcade,Arcade Classics project is a collection of lightweight single scene games inspired by early arcade games.,32,https://github.com/Unity-Technologies/quickstart-arcade,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Labs,Repository containing information about Unity Labs research past and current. ,61,https://github.com/Unity-Technologies/Labs,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
pdf.js,PDF Reader in JavaScript,3,https://github.com/Unity-Technologies/pdf.js,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ml-agents-dodgeball-env,Showcase environment for ML-Agents,65,https://github.com/Unity-Technologies/ml-agents-dodgeball-env,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
dtls,DTLS 1.2 Server/Client implementation for Go,2,https://github.com/Unity-Technologies/dtls,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.vs-attribution,VS Attribution package repository,3,https://github.com/Unity-Technologies/com.unity.vs-attribution,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
lookdev-studio,"LookDev Studio: a template for artists to import their work, and share the result with their directors, team and clients. ",70,https://github.com/Unity-Technologies/lookdev-studio,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DynamicResolutionSample,A drop-in dynamic resolution script,141,https://github.com/Unity-Technologies/DynamicResolutionSample,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
gh-pr-content-checker,Action that checks whether the body or diff in a PR contains a certain word.,1,https://github.com/Unity-Technologies/gh-pr-content-checker,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
electron-notarize,Notarize your macOS Electron Apps,1,https://github.com/Unity-Technologies/electron-notarize,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
barracuda-starter-kit,Barracuda Starter Kit project. Selected tutorials and documentation for Unity Barracuda project. ,66,https://github.com/Unity-Technologies/barracuda-starter-kit,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
opentelemetry-collector-contrib,Contrib repository for the OpenTelemetry Collector,2,https://github.com/Unity-Technologies/opentelemetry-collector-contrib,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
backstage-upstream-fork,Backstage is an open platform for building developer portals,1,https://github.com/Unity-Technologies/backstage-upstream-fork,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
PeopleSansPeople,Unity's privacy-preserving human-centric synthetic data generator,305,https://github.com/Unity-Technologies/PeopleSansPeople,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
udp,A connection-oriented listener over a UDP PacketConn,2,https://github.com/Unity-Technologies/udp,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
eslint-plugin-react,React specific linting rules for ESLint,1,https://github.com/Unity-Technologies/eslint-plugin-react,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
metrics,"Machine learning metrics for distributed, scalable PyTorch applications.",2,https://github.com/Unity-Technologies/metrics,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
paper-ml-agents,A repository to reproduce the experiments of the MA-POCA paper,18,https://github.com/Unity-Technologies/paper-ml-agents,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.services.samples,A collection of working examples of Unity Gaming Services.,142,https://github.com/Unity-Technologies/com.unity.services.samples,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.services.samples.use-cases,The collection of samples in this repo use Unity Gaming Services in a Unity project to demonstrate live gaming operations.,456,https://github.com/Unity-Technologies/com.unity.services.samples.use-cases,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
quicktype,"Generate types and converters from JSON, Schema, and GraphQL",2,https://github.com/Unity-Technologies/quicktype,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityMeshImporter,Runtime mesh importer for Unity using AssimpNet,9,https://github.com/Unity-Technologies/UnityMeshImporter,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
multiplay-examples,Examples for using Unity Multiplay: https://unity.com/products/multiplay,43,https://github.com/Unity-Technologies/multiplay-examples,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
avro4s,Avro schema generation and serialization / deserialization for Scala,1,https://github.com/Unity-Technologies/avro4s,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
runtime,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps.",47,https://github.com/Unity-Technologies/runtime,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Zenject,Dependency Injection Framework for Unity3D ,33,https://github.com/Unity-Technologies/Zenject,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity-inverse-dynamics-demo,A small project showing off the Inverse dynamics available in Unity,99,https://github.com/Unity-Technologies/unity-inverse-dynamics-demo,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
ccentral4j-1,Java client library for CCentral,1,https://github.com/Unity-Technologies/ccentral4j-1,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
boat-attack-water,Package repo containing the water system created for the URP Boat Attack demo project.,335,https://github.com/Unity-Technologies/boat-attack-water,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
liquibase,Main Liquibase Source,2,https://github.com/Unity-Technologies/liquibase,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
ProjNet4GeoAPI,.NET Spatial Reference and Projection Engine,3,https://github.com/Unity-Technologies/ProjNet4GeoAPI,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pysolotools,Python toolchain for SOLO.,40,https://github.com/Unity-Technologies/pysolotools,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
kubeflow,Machine Learning Toolkit for Kubernetes,4,https://github.com/Unity-Technologies/kubeflow,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
sloop,Kubernetes History Visualization,1,https://github.com/Unity-Technologies/sloop,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
external-dns,"Configure external DNS servers (AWS Route53, Google CloudDNS and others) for Kubernetes Ingresses and Services",2,https://github.com/Unity-Technologies/external-dns,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
VHACD,"The V-HACD library decomposes a 3D surface into a set of ""near"" convex parts.",141,https://github.com/Unity-Technologies/VHACD,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
ui-toolkit-manual-code-examples,Unity UI Toolkit documentation code examples,468,https://github.com/Unity-Technologies/ui-toolkit-manual-code-examples,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
kubeflow-github-action,Repository for makeinga a GitHub Actions for deploying to Kubeflow. ,2,https://github.com/Unity-Technologies/kubeflow-github-action,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
kompose,Go from Docker Compose to Kubernetes,1,https://github.com/Unity-Technologies/kompose,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
kube_remediator,No description,1,https://github.com/Unity-Technologies/kube_remediator,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.services.samples.matchplay,A Matchmaking with Multiplay Unity example project. Implements the Unity Matchmaking and Multiplay SDK to create an end to end matchmaking game experience.,89,https://github.com/Unity-Technologies/com.unity.services.samples.matchplay,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.ml-agents,Unity ML-Agents Package,6,https://github.com/Unity-Technologies/com.unity.ml-agents,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
oneTBB,oneAPI Threading Building Blocks (oneTBB),2,https://github.com/Unity-Technologies/oneTBB,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.cinecast.sample-wildwest,This sample showcases all the basic functionalities of Cinecast SDK.,4,https://github.com/Unity-Technologies/com.unity.cinecast.sample-wildwest,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.cloud.gltfast,Efficient glTF 3D import / export library for Unity,82,https://github.com/Unity-Technologies/com.unity.cloud.gltfast,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pyrra,"Making SLOs with Prometheus manageable, accessible, and easy to use for everyone!",1,https://github.com/Unity-Technologies/pyrra,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
saramaprom,Metrics exporter from Sarama to Prometheus.,1,https://github.com/Unity-Technologies/saramaprom,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityDataTools,Experimental tools and libraries for reading and analyzing Unity data files.,582,https://github.com/Unity-Technologies/UnityDataTools,Popular - Vehicle package,Popüler,Araç Paketi,Genel kullanıma uygun.
AppLovin-MAX-SDK-Android,No description,2,https://github.com/Unity-Technologies/AppLovin-MAX-SDK-Android,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
AppLovin-MAX-SDK-iOS,No description,1,https://github.com/Unity-Technologies/AppLovin-MAX-SDK-iOS,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity-relay-mirror-sample,Unity Mirror Sample project! This project demonstrates how to use Unity Transport Package (UTP) and Relay service with the Mirror Networking API.,35,https://github.com/Unity-Technologies/unity-relay-mirror-sample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
OpenUSD,Universal Scene Description,8,https://github.com/Unity-Technologies/OpenUSD,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
distribution,"The toolkit to pack, ship, store, and deliver container content",2,https://github.com/Unity-Technologies/distribution,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
com.unity.xr-content.xr-sim-environments,Source for XR Simulation Environments content pack used with AR Foundation.,21,https://github.com/Unity-Technologies/com.unity.xr-content.xr-sim-environments,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
opentelemetry-cpp,The OpenTelemetry C++ Client,2,https://github.com/Unity-Technologies/opentelemetry-cpp,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ibus,Intelligent Input Bus for Linux/Unix,1,https://github.com/Unity-Technologies/ibus,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pysolotools-fiftyone,Solo plugin to Voxel FiftyOne,16,https://github.com/Unity-Technologies/pysolotools-fiftyone,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UGS-SQL-Cookbook,A collection of common SQL queries and best practices for use with Unity Gaming Services Analytics,16,https://github.com/Unity-Technologies/UGS-SQL-Cookbook,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mnesia_json,No description,2,https://github.com/Unity-Technologies/mnesia_json,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
FlexLayout,A multi-tab layout manager,1,https://github.com/Unity-Technologies/FlexLayout,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
vcpkg,"C++ Library Manager for Windows, Linux, and MacOS",1,https://github.com/Unity-Technologies/vcpkg,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.gis.high-precision-framework,This high precision framework is a package which allows for the easy creation of large-scale visualizations. It has the ambition of solving problems outside of the pure geospatial streaming applications.,110,https://github.com/Unity-Technologies/com.unity.gis.high-precision-framework,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.gis.streaming-framework,A streaming framework for geospatial data,27,https://github.com/Unity-Technologies/com.unity.gis.streaming-framework,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
protoc-gen-bq-schema,protoc-gen-bq-schema helps you to send your Protocol Buffer messages to BigQuery.,1,https://github.com/Unity-Technologies/protoc-gen-bq-schema,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
lager_rsyslog,An Rsyslog backend for Lager,1,https://github.com/Unity-Technologies/lager_rsyslog,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mongoose_jid,No description,1,https://github.com/Unity-Technologies/mongoose_jid,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity_web_research,"Contains intermediate and compiled WebGPU Shading Language shaders from various Unity projects, to be used for shader compiler testing and profiling by WebGPU implementers.",17,https://github.com/Unity-Technologies/unity_web_research,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
jx3-terraform-gke,Jenkins X 3.x Infrastructure Git Template for Terraform and Google Cloud Platform for managing cloud resources,1,https://github.com/Unity-Technologies/jx3-terraform-gke,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.demoteam.mesh-to-sdf,"A light and fast real-time SDF generator, primarily for animated characters. The dynamic SDF can be used for all sorts of VFX. Also enables hair-to-character collisions in the new hair package.",616,https://github.com/Unity-Technologies/com.unity.demoteam.mesh-to-sdf,Popular - Artificial intelligence package,Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
migrate,Database migrations. CLI and Golang library.,1,https://github.com/Unity-Technologies/migrate,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
cost-analyzer-helm-chart,Kubecost helm chart,1,https://github.com/Unity-Technologies/cost-analyzer-helm-chart,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
generate-plantuml-action,Generate uml diagrams with Plantuml Server and push them to your repository.,3,https://github.com/Unity-Technologies/generate-plantuml-action,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
game-programming-patterns-demo,"A repo of small demos that assemble some of the well-known design patterns in Unity development to support the ebook ""Level up your code with game programming patterns""",1534,https://github.com/Unity-Technologies/game-programming-patterns-demo,Very popular - General Unity package,Çok Popüler,Genel Unity Paketi,AAA oyunlar için önerilir.
enumer,A Go tool to auto generate methods for your enums,1,https://github.com/Unity-Technologies/enumer,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.asset-store-tools,"With these tools, you can prepare, validate, and package your assets for submission through publisher.unity.com.",26,https://github.com/Unity-Technologies/com.unity.asset-store-tools,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
unity-gaming-services-cli,The unity gaming services (UGS) CLI is a unified command line interface tool for gaming services.,31,https://github.com/Unity-Technologies/unity-gaming-services-cli,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.services.samples.friends,"A Friends service sample project, to be published to the asset store.",17,https://github.com/Unity-Technologies/com.unity.services.samples.friends,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
librdkafka,The Apache Kafka C/C++ library,1,https://github.com/Unity-Technologies/librdkafka,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SyntheticHomes,This repository will house builds of Unity's synthetic home generator.,93,https://github.com/Unity-Technologies/SyntheticHomes,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Classic-Sponza,Unity remaster of the classic Sponza scene. ,293,https://github.com/Unity-Technologies/Classic-Sponza,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
MeshSyncDCCPlugins-Pipeline,"DCC plugins for MeshSync in Unity. Supported tools: Maya, Maya LT, 3ds Max, Motion Builder, Modo, Blender, Metasequoia",6,https://github.com/Unity-Technologies/MeshSyncDCCPlugins-Pipeline,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
download-artifact,No description,2,https://github.com/Unity-Technologies/download-artifact,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
batch-publishing-node,No description,1,https://github.com/Unity-Technologies/batch-publishing-node,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.cv.synthetichumans,A package for creating Unity Perception compatible synthetic people.,106,https://github.com/Unity-Technologies/com.unity.cv.synthetichumans,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
escalus,An XMPP client library in Erlang for conveniently testing XMPP servers,2,https://github.com/Unity-Technologies/escalus,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
CharacterControllerSamples,Sample projects for the Unity.CharacterController package,278,https://github.com/Unity-Technologies/CharacterControllerSamples,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
FlatSharp,"Fast, idiomatic C# implementation of Flatbuffers",45,https://github.com/Unity-Technologies/FlatSharp,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityVolumeRendering,"Volume rendering, implemented in Unity3D. Want to support my project? Donate some money to Red Cross and send me a screenshot/message/issue, and I'll be greatly motivated! :) Any amount is welcome!",17,https://github.com/Unity-Technologies/UnityVolumeRendering,Low popularity - Render or graphics package,Düşük Popülerlik,Render/Grafik Paketi,Genel kullanıma uygun.
flatbuffers,FlatBuffers: Memory Efficient Serialization Library,9,https://github.com/Unity-Technologies/flatbuffers,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ECS-Network-Racing-Sample,ECS multiplayer racing sample to showcase using Unity Entities and netcode with best practices,593,https://github.com/Unity-Technologies/ECS-Network-Racing-Sample,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
rival-documentation,Documentation website for Rival - DOTS Character Controller,74,https://github.com/Unity-Technologies/rival-documentation,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Volume_Lights_System,"This project demonstrates how URP's DepthNormals prepass can be used to create mesh-volume-based lights; that is, the illusion of simple lighting rendered on the backfaces of box meshes placed in a scene.",20,https://github.com/Unity-Technologies/Volume_Lights_System,Low popularity - Render or graphics package,Düşük Popülerlik,Render/Grafik Paketi,Genel kullanıma uygun.
ziva-vfx-utils,No description,15,https://github.com/Unity-Technologies/ziva-vfx-utils,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
F3Net,"Codes for the AAAI 2020 paper ""F3Net: Fusion, Feedback and Focus for Salient Object Detection""",5,https://github.com/Unity-Technologies/F3Net,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
auction-gym,AuctionGym is a simulation environment that enables reproducible evaluation of bandit and reinforcement learning methods for online advertising auctions.,4,https://github.com/Unity-Technologies/auction-gym,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
leaky-repo,Benchmarking repo for secrets scanning,2,https://github.com/Unity-Technologies/leaky-repo,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-github-actions,GitHub actions for terraform,2,https://github.com/Unity-Technologies/terraform-github-actions,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.services.samples.parties,A Unity project containing assets and code creating a Game Party experience using the Lobby Service.,9,https://github.com/Unity-Technologies/com.unity.services.samples.parties,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
OpenTimelineIO-C-Bindings,C bindings for the OpenTimelineIO Library (http://opentimeline.io),1,https://github.com/Unity-Technologies/OpenTimelineIO-C-Bindings,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
octodns-googlecloud,Google Cloud DNS provider for octoDNS,1,https://github.com/Unity-Technologies/octodns-googlecloud,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pipelines,Machine Learning Pipelines for Kubeflow,4,https://github.com/Unity-Technologies/pipelines,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ros2cs,"A C# (.Net) implementation of ros2 client library (rcl), enabling  communication between ros2 ecosystem and C#/.Net applications such as Unity3D",4,https://github.com/Unity-Technologies/ros2cs,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
AnthroNet,Unity's Privacy-Preserving Novel Human Body Model Trained Solely on Synthetic Data and Corresponding Dense Anthropometric Measurements,34,https://github.com/Unity-Technologies/AnthroNet,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
WindowsDevicePortalWrapper,A client library that wraps the Windows Device Portal REST APIs.,1,https://github.com/Unity-Technologies/WindowsDevicePortalWrapper,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ct-react-test,"A simple React app to interact with the commercetools APIs, fetching products and price selection logic",2,https://github.com/Unity-Technologies/ct-react-test,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
hunter,CMake driven cross-platform package manager for C/C++.,2,https://github.com/Unity-Technologies/hunter,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
poco,"The POCO C++ Libraries are powerful cross-platform C++ libraries for building network- and internet-based applications that run on desktop, server, mobile, IoT, and embedded systems.",3,https://github.com/Unity-Technologies/poco,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
public-support-scripts,No description,1,https://github.com/Unity-Technologies/public-support-scripts,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity-cloud-reference-project,A Unity project for building an immersive experience to facilitate interactive real-time 3D design reviews,54,https://github.com/Unity-Technologies/unity-cloud-reference-project,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
zapdriver,"Blazing fast, Zap-based Stackdriver logging.",1,https://github.com/Unity-Technologies/zapdriver,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity-gaming-services-go-sdk,Golang SDK for Unity Gaming Services: https://unity.com/solutions/gaming-services,10,https://github.com/Unity-Technologies/unity-gaming-services-go-sdk,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
create-data-open-metadata,"Open Standard for Metadata. A Single place to Discover, Collaborate and Get your data right.",3,https://github.com/Unity-Technologies/create-data-open-metadata,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-google-ingress-to-gke-internal,"Terraform module for building more reliable ingresses to GKE workloads, including multi-region support",1,https://github.com/Unity-Technologies/terraform-google-ingress-to-gke-internal,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-google-backend-to-gke-internal,Terraform module to create Backend Service to GKE Workload,1,https://github.com/Unity-Technologies/terraform-google-backend-to-gke-internal,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-google-http-ingress-internal,Terraform module to build HTTP/S load balancing ingresses similar to GKE ingress automation (but better),1,https://github.com/Unity-Technologies/terraform-google-http-ingress-internal,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
terraform-google-certificate-map-simple-internal,Simple creation of GCP Cloud Certificate Manager maps,1,https://github.com/Unity-Technologies/terraform-google-certificate-map-simple-internal,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
go-lager-internal,"Logs (from golang) in JSON, easy for computers to parse, people to read, programmers to generate.  Efficient.",1,https://github.com/Unity-Technologies/go-lager-internal,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
tools-gcp-internal,Tools for working with GCP.  Currently mostly GCP metrics.  Includes an exporter to Prometheus.,2,https://github.com/Unity-Technologies/tools-gcp-internal,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
go-tutl-internal,A Trivial Unit Testing Library (for Go),1,https://github.com/Unity-Technologies/go-tutl-internal,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
master,Converts protocol buffers to Avro.,1,https://github.com/Unity-Technologies/master,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
protobuf-avro-go,Converts protocol buffers to Avro.,1,https://github.com/Unity-Technologies/protobuf-avro-go,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
echozap,Public Fork - Middleware for Golang Echo framework that provides integration with Uber´s Zap logging library for logging HTTP requests,2,https://github.com/Unity-Technologies/echozap,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
WaterScenes,A collection of scenes showcasing usage of the new HDRP water system,202,https://github.com/Unity-Technologies/WaterScenes,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
